     t [s]      T [K]     P [Pa]       h [J/kg]
 9.200e-01   1009.465 101325.000   5.879515e+05
 9.250e-01   1009.749 101325.000   5.879515e+05
 9.300e-01   1010.047 101325.000   5.879515e+05
 9.350e-01   1010.359 101325.000   5.879515e+05
 9.400e-01   1010.686 101325.000   5.879515e+05
 9.450e-01   1011.030 101325.000   5.879515e+05
 9.500e-01   1011.391 101325.000   5.879515e+05
 9.550e-01   1011.771 101325.000   5.879515e+05
 9.600e-01   1012.171 101325.000   5.879515e+05
 9.650e-01   1012.595 101325.000   5.879516e+05
 9.700e-01   1013.043 101325.000   5.879516e+05
 9.750e-01   1013.518 101325.000   5.879516e+05
 9.800e-01   1014.024 101325.000   5.879516e+05
 9.850e-01   1014.562 101325.000   5.879516e+05
 9.900e-01   1015.137 101325.000   5.879516e+05
 9.950e-01   1015.753 101325.000   5.879516e+05
 1.000e+00   1016.415 101325.000   5.879516e+05
 1.005e+00   1017.129 101325.000   5.879516e+05
 1.010e+00   1017.902 101325.000   5.879516e+05
 1.015e+00   1018.742 101325.000   5.879516e+05
 1.020e+00   1019.660 101325.000   5.879516e+05
 1.025e+00   1020.668 101325.000   5.879516e+05
 1.030e+00   1021.783 101325.000   5.879516e+05
 1.035e+00   1023.025 101325.000   5.879516e+05
 1.040e+00   1024.419 101325.000   5.879516e+05
 1.045e+00   1026.002 101325.000   5.879516e+05
 1.050e+00   1027.819 101325.000   5.879516e+05
 1.055e+00   1029.936 101325.000   5.879516e+05
 1.060e+00   1032.449 101325.000   5.879516e+05
 1.065e+00   1035.503 101325.000   5.879517e+05
 1.070e+00   1039.330 101325.000   5.879517e+05
 1.075e+00   1044.337 101325.000   5.879517e+05
 1.080e+00   1051.310 101325.000   5.879516e+05
 1.085e+00   1062.057 101325.000   5.879516e+05
 1.090e+00   1082.110 101325.000   5.879516e+05
 1.095e+00   1146.176 101325.000   5.879516e+05
 1.100e+00   2549.417 101325.000   5.879518e+05
 1.105e+00   2545.388 101325.000   5.879518e+05
 1.110e+00   2543.191 101325.000   5.879518e+05
 1.115e+00   2542.105 101325.000   5.879518e+05
 1.120e+00   2541.590 101325.000   5.879518e+05
 1.125e+00   2541.351 101325.000   5.879518e+05
 1.130e+00   2541.240 101325.000   5.879518e+05
 1.135e+00   2541.189 101325.000   5.879518e+05
 1.140e+00   2541.166 101325.000   5.879518e+05
 1.145e+00   2541.156 101325.000   5.879518e+05
 1.150e+00   2541.151 101325.000   5.879518e+05
 1.155e+00   2541.148 101325.000   5.879518e+05
 1.160e+00   2541.147 101325.000   5.879518e+05
 1.165e+00   2541.147 101325.000   5.879518e+05
 1.170e+00   2541.147 101325.000   5.879518e+05
 1.175e+00   2541.147 101325.000   5.879518e+05
 1.180e+00   2541.147 101325.000   5.879518e+05
 1.185e+00   2541.147 101325.000   5.879518e+05
 1.190e+00   2541.147 101325.000   5.879518e+05
 1.195e+00   2541.147 101325.000   5.879518e+05
 1.200e+00   2541.147 101325.000   5.879518e+05
 1.205e+00   2541.147 101325.000   5.879518e+05
 1.210e+00   2541.147 101325.000   5.879518e+05
 1.215e+00   2541.147 101325.000   5.879518e+05
 1.220e+00   2541.147 101325.000   5.879518e+05
 1.225e+00   2541.147 101325.000   5.879518e+05
 1.230e+00   2541.147 101325.000   5.879518e+05
 1.235e+00   2541.147 101325.000   5.879518e+05
 1.240e+00   2541.147 101325.000   5.879518e+05
 1.245e+00   2541.147 101325.000   5.879518e+05
 1.250e+00   2541.147 101325.000   5.879518e+05
 1.255e+00   2541.147 101325.000   5.879518e+05
 1.260e+00   2541.147 101325.000   5.879518e+05
 1.265e+00   2541.147 101325.000   5.879518e+05
 1.270e+00   2541.147 101325.000   5.879518e+05
 1.275e+00   2541.147 101325.000   5.879518e+05
 1.280e+00   2541.147 101325.000   5.879518e+05
 1.285e+00   2541.147 101325.000   5.879518e+05
 1.290e+00   2541.147 101325.000   5.879518e+05
 1.295e+00   2541.147 101325.000   5.879518e+05
 1.300e+00   2541.147 101325.000   5.879518e+05
 1.305e+00   2541.147 101325.000   5.879518e+05
 1.310e+00   2541.147 101325.000   5.879518e+05
 1.315e+00   2541.147 101325.000   5.879518e+05
 1.320e+00   2541.147 101325.000   5.879518e+05
 1.325e+00   2541.147 101325.000   5.879518e+05
 1.330e+00   2541.147 101325.000   5.879518e+05
 1.335e+00   2541.147 101325.000   5.879518e+05
 1.340e+00   2541.147 101325.000   5.879518e+05
 1.345e+00   2541.147 101325.000   5.879518e+05
 1.350e+00   2541.147 101325.000   5.879518e+05
 1.355e+00   2541.147 101325.000   5.879518e+05
 1.360e+00   2541.147 101325.000   5.879518e+05
 1.365e+00   2541.147 101325.000   5.879518e+05
 1.370e+00   2541.147 101325.000   5.879518e+05
 1.375e+00   2541.147 101325.000   5.879518e+05
 1.380e+00   2541.147 101325.000   5.879518e+05
 1.385e+00   2541.147 101325.000   5.879518e+05
 1.390e+00   2541.147 101325.000   5.879518e+05
 1.395e+00   2541.147 101325.000   5.879518e+05
 1.400e+00   2541.147 101325.000   5.879518e+05
