     t [s]      T [K]     P [Pa]       h [J/kg]
 4.050e-01   1000.862 101325.000   5.879516e+05
 4.100e-01   1000.883 101325.000   5.879516e+05
 4.150e-01   1000.905 101325.000   5.879516e+05
 4.200e-01   1000.927 101325.000   5.879516e+05
 4.250e-01   1000.950 101325.000   5.879517e+05
 4.300e-01   1000.973 101325.000   5.879517e+05
 4.350e-01   1000.996 101325.000   5.879517e+05
 4.400e-01   1001.020 101325.000   5.879517e+05
 4.450e-01   1001.044 101325.000   5.879516e+05
 4.500e-01   1001.069 101325.000   5.879517e+05
 4.550e-01   1001.095 101325.000   5.879516e+05
 4.600e-01   1001.120 101325.000   5.879516e+05
 4.650e-01   1001.147 101325.000   5.879516e+05
 4.700e-01   1001.173 101325.000   5.879516e+05
 4.750e-01   1001.201 101325.000   5.879516e+05
 4.800e-01   1001.228 101325.000   5.879516e+05
 4.850e-01   1001.257 101325.000   5.879516e+05
 4.900e-01   1001.286 101325.000   5.879516e+05
 4.950e-01   1001.315 101325.000   5.879516e+05
 5.000e-01   1001.345 101325.000   5.879516e+05
 5.050e-01   1001.376 101325.000   5.879516e+05
 5.100e-01   1001.407 101325.000   5.879516e+05
 5.150e-01   1001.439 101325.000   5.879516e+05
 5.200e-01   1001.471 101325.000   5.879516e+05
 5.250e-01   1001.505 101325.000   5.879516e+05
 5.300e-01   1001.538 101325.000   5.879516e+05
 5.350e-01   1001.573 101325.000   5.879516e+05
 5.400e-01   1001.608 101325.000   5.879516e+05
 5.450e-01   1001.644 101325.000   5.879516e+05
 5.500e-01   1001.680 101325.000   5.879516e+05
 5.550e-01   1001.718 101325.000   5.879516e+05
 5.600e-01   1001.756 101325.000   5.879516e+05
 5.650e-01   1001.795 101325.000   5.879516e+05
 5.700e-01   1001.834 101325.000   5.879516e+05
 5.750e-01   1001.875 101325.000   5.879516e+05
 5.800e-01   1001.916 101325.000   5.879516e+05
 5.850e-01   1001.958 101325.000   5.879516e+05
 5.900e-01   1002.002 101325.000   5.879516e+05
 5.950e-01   1002.045 101325.000   5.879516e+05
 6.000e-01   1002.090 101325.000   5.879516e+05
 6.050e-01   1002.136 101325.000   5.879516e+05
 6.100e-01   1002.183 101325.000   5.879516e+05
 6.150e-01   1002.231 101325.000   5.879516e+05
 6.200e-01   1002.280 101325.000   5.879516e+05
 6.250e-01   1002.330 101325.000   5.879516e+05
 6.300e-01   1002.381 101325.000   5.879516e+05
 6.350e-01   1002.433 101325.000   5.879516e+05
 6.400e-01   1002.486 101325.000   5.879516e+05
 6.450e-01   1002.541 101325.000   5.879516e+05
 6.500e-01   1002.597 101325.000   5.879516e+05
 6.550e-01   1002.654 101325.000   5.879516e+05
 6.600e-01   1002.712 101325.000   5.879516e+05
 6.650e-01   1002.771 101325.000   5.879516e+05
 6.700e-01   1002.832 101325.000   5.879516e+05
 6.750e-01   1002.895 101325.000   5.879516e+05
 6.800e-01   1002.959 101325.000   5.879516e+05
 6.850e-01   1003.024 101325.000   5.879516e+05
 6.900e-01   1003.091 101325.000   5.879516e+05
 6.950e-01   1003.159 101325.000   5.879516e+05
 7.000e-01   1003.229 101325.000   5.879516e+05
 7.050e-01   1003.301 101325.000   5.879516e+05
 7.100e-01   1003.375 101325.000   5.879516e+05
 7.150e-01   1003.450 101325.000   5.879516e+05
 7.200e-01   1003.527 101325.000   5.879516e+05
 7.250e-01   1003.606 101325.000   5.879516e+05
 7.300e-01   1003.688 101325.000   5.879516e+05
 7.350e-01   1003.771 101325.000   5.879516e+05
 7.400e-01   1003.856 101325.000   5.879516e+05
 7.450e-01   1003.944 101325.000   5.879516e+05
 7.500e-01   1004.034 101325.000   5.879516e+05
 7.550e-01   1004.126 101325.000   5.879516e+05
 7.600e-01   1004.220 101325.000   5.879516e+05
 7.650e-01   1004.318 101325.000   5.879516e+05
 7.700e-01   1004.417 101325.000   5.879516e+05
 7.750e-01   1004.520 101325.000   5.879516e+05
 7.800e-01   1004.626 101325.000   5.879516e+05
 7.850e-01   1004.734 101325.000   5.879516e+05
 7.900e-01   1004.846 101325.000   5.879516e+05
 7.950e-01   1004.960 101325.000   5.879516e+05
 8.000e-01   1005.078 101325.000   5.879516e+05
 8.050e-01   1005.200 101325.000   5.879516e+05
 8.100e-01   1005.325 101325.000   5.879516e+05
 8.150e-01   1005.454 101325.000   5.879516e+05
 8.200e-01   1005.587 101325.000   5.879516e+05
 8.250e-01   1005.724 101325.000   5.879516e+05
 8.300e-01   1005.865 101325.000   5.879516e+05
 8.350e-01   1006.011 101325.000   5.879516e+05
 8.400e-01   1006.162 101325.000   5.879516e+05
 8.450e-01   1006.318 101325.000   5.879516e+05
 8.500e-01   1006.478 101325.000   5.879516e+05
 8.550e-01   1006.645 101325.000   5.879516e+05
 8.600e-01   1006.817 101325.000   5.879517e+05
 8.650e-01   1006.995 101325.000   5.879517e+05
 8.700e-01   1007.179 101325.000   5.879517e+05
 8.750e-01   1007.370 101325.000   5.879517e+05
 8.800e-01   1007.568 101325.000   5.879517e+05
 8.850e-01   1007.774 101325.000   5.879517e+05
 8.900e-01   1007.988 101325.000   5.879516e+05
 8.950e-01   1008.210 101325.000   5.879517e+05
 9.000e-01   1008.441 101325.000   5.879517e+05
 9.050e-01   1008.681 101325.000   5.879516e+05
 9.100e-01   1008.931 101325.000   5.879516e+05
 9.150e-01   1009.192 101325.000   5.879516e+05
